cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,nome_pais,natureza_juridica,data_inicio_atividade,cnae,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio_import,ddd1,ddd2,ddd_fax,email,qualificacao_do_responsavel,capital_social,porte,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,telefone_completo_1,telefone_completo_2,endereco,municipio,tel_maps,site,whatsapp,instagram,facebook,email_site,score,status,socios,tel_opencnpj,email_opencnpj,site_google,atualizado_em
14974818000110,1,RMV MILAGRES,LOJAO DO MORUMBI,2,2012-01-27,0,,,,2135,2012-01-27,4781400,AVENIDA,ARTHUR ANTONIO DOS SANTOS,361,,CIDADE MORUMBI,12236440,SP,7099,SAO JOSE DOS CAMPOS,12  39111341,12  92540707,12  78142669,renata.vallin@hotmail.com,50,10000.00,01,1,2012-01-27,,1,,,,,"ARTHUR ANTONIO DOS SANTOS, 361 — CIDADE MORUMBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14976144000192,1,PRISCILA DE SOUZA CUNHA 27508183894,,2,2012-02-01,0,,,,2135,2012-02-01,3299099,RUA,UIRAMIRIS,160,CASA 90,JARDIM UIRA,12227660,SP,7099,SAO JOSE DOS CAMPOS,12  39231039,,,artemimos@gmail.com,50,1.00,01,1,2012-02-01,,1,,,,,"UIRAMIRIS, 160 — JARDIM UIRA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14977658000162,1,ALAOR ALVES CORREA & CIA LTDA,,2,2011-12-20,0,,,,2062,2011-12-20,7719599,RUA,WLADIMIR HERZOG,53,,BOSQUE DOS EUCALIPTOS,12233610,SP,7099,SAO JOSE DOS CAMPOS,12  36689080,,,lider@lidercontab.cnt.br,49,20000.00,01,1,2011-12-20,,0,,,,,"WLADIMIR HERZOG, 53 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14977982000180,1,AMANDA PRISCILA FONSECA DE LIMA 32148163817,SINAPSE CONSULTORIA EM IDIOMAS,2,2012-02-01,0,,,,2135,2012-02-01,8599699,RUA,ANNA ORTEGA TRABALLI,30,CASA 22,VILA SAO GERALDO,12213215,SP,7099,SAO JOSE DOS CAMPOS,12  39092920,,,,50,1.00,01,1,2012-02-01,,1,,,,,"ANNA ORTEGA TRABALLI, 30 — VILA SAO GERALDO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14978716000172,1,GRAO DE MOSTARDA ESCOLA DE EDUCACAO INFANTIL LTDA,BERCARIO E ESCOLA DE EDUCACAO INFANTIL GRAO DE MOSTARDA,2,2012-01-20,0,,,,2062,2012-01-20,8511200,RUA,GUARACIABA,326,,JARDIM ISMENIA,12220720,SP,7099,SAO JOSE DOS CAMPOS,12  39546922,,12  39546928,ANTONIOELCIO@CONSTANCIOCONTABIL.COM.BR,49,50000.00,01,1,2013-01-01,,0,,,,,"GUARACIABA, 326 — JARDIM ISMENIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14978760000182,1,CARLO CESAR CARVALHO,,2,2012-01-27,0,,,,4120,2012-01-27,151201,ESTRADA,SP 50 KM 111,S/N,SITIO TAQUARI,TAQUARI,12214000,SP,7099,SAO JOSE DOS CAMPOS,12  39228363,,,,59,0.00,05,0,,,0,,,,,"SP 50 KM 111, S/N — TAQUARI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14978843000171,1,TECNOPAZ- COMERCIO E SERVICOS DE MANUTENCAO LTDA,,2,2012-01-17,0,,,,2062,2012-01-17,4789099,RUA,DAS AMARILISES,201,,JARDIM DAS INDUSTRIAS,12240010,SP,7099,SAO JOSE DOS CAMPOS,12  39392838,,,EDNAZORDANCONTABI@GMAIL.COM,49,3000.00,01,1,2012-01-17,,0,,,,,"DAS AMARILISES, 201 — JARDIM DAS INDUSTRIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14978943000106,1,ANA LUCIA LOURENCO 00038360616,,2,2012-02-01,0,,,,2135,2012-02-01,9602501,ESTRADA MUNICIPAL,MARTINS GUIMARAES,202,,VILA DO TESOURO,12221520,SP,7099,SAO JOSE DOS CAMPOS,12  96330104,,,,50,1.00,01,1,2012-02-01,,1,,,,,"MARTINS GUIMARAES, 202 — VILA DO TESOURO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14979118000118,1,CIBELE AUGUSTA DE OLIVEIRA MEDRADO 94578940144,PROLANGE LINGERIE,2,2012-02-01,0,,,,2135,2012-02-01,4781400,AVENIDA,SAO JOAO,644,LOJA 29,JARDIM DAS COLINAS,12242000,SP,7099,SAO JOSE DOS CAMPOS,12  34315880,,,ci_medrado@hotmail.com,50,1.00,01,1,2012-02-01,,1,,,,,"SAO JOAO, 644 — JARDIM DAS COLINAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14979139000133,1,EUCLIDES VICENTE DE ARAUJO 13996537840,,2,2012-02-01,0,,,,2135,2012-02-01,4321500,AVENIDA,JORGE ZARUR,431,APT 204,VILA EMA,12243081,SP,7099,SAO JOSE DOS CAMPOS,12  39043065,,,carolina@contcam.com.br,50,1.00,01,1,2016-01-01,,1,,,,,"JORGE ZARUR, 431 — VILA EMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14980295000114,1,MY STATION IMPORTACAO E EXPORTACAO LTDA,JGMX IMPORTS,2,2012-01-25,0,,,,2062,2012-01-25,4652400,AVENIDA,ANDROMEDA,433,SALA: 515; : TORRE OESTE;,JARDIM SATELITE,12230001,SP,7099,SAO JOSE DOS CAMPOS,12  30190929,,12  32045015,NDONIANI@GMAIL.COM,49,100000.00,01,1,2018-01-01,,0,,,,,"ANDROMEDA, 433 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14980325000192,1,J & E COMERCIO DE MATERIAL DE CONSTRUCAO E CONSTRUCOES LTDA,CONSTRUABNER,2,2012-01-24,0,,,,2062,2012-01-24,4120400,RUA,EMANUEL ROSEMBERG,92,,JARDIM IMPERIAL,12234210,SP,7099,SAO JOSE DOS CAMPOS,12  39392838,,,GRUPOZORDAN@GRUPOZORDAN.COM,49,5000.00,01,1,2012-01-24,,0,,,,,"EMANUEL ROSEMBERG, 92 — JARDIM IMPERIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14981285000101,1,FRANCISCO DAS CHAGAS DE QUEIROZ 11501049372,,2,2012-02-01,0,,,,2135,2012-02-01,5611203,RUA,ARISTIDES DEGASPERI,23,,CONJUNTO RESIDENCIAL DOM PEDRO I,12232620,SP,7099,SAO JOSE DOS CAMPOS,12  39661480,,,nakasonecontabil@superig.com.br,50,1.00,01,1,2012-02-01,,1,,,,,"ARISTIDES DEGASPERI, 23 — CONJUNTO RESIDENCIAL DOM PEDRO I",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14982007000160,1,JOAO DE SOUZA SOBRINHO 79002285868,JVP SHOWS E EVENTOS,2,2012-02-02,0,,,,2135,2012-02-02,8230001,RUA,LIRA,1417,,JARDIM SATELITE,12230600,SP,7099,SAO JOSE DOS CAMPOS,12  39399361,,,JOAOVIOLA_SOBERANO@HOTMAIL.COM,50,1.00,01,1,2012-02-02,,1,,,,,"LIRA, 1417 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14982050000126,1,IRINEU FERREIRA BARBOSA 33370178869,INTELNET,2,2012-02-02,0,,,,2135,2012-02-02,4321500,RUA,ANTONIO RODRIGUES NETTO,51,,RESIDENCIAL UNIAO,12239028,SP,7099,SAO JOSE DOS CAMPOS,12  81162523,,,irineufbi@gmail.com,50,1.00,01,1,2012-02-02,,0,,,,,"ANTONIO RODRIGUES NETTO, 51 — RESIDENCIAL UNIAO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14982584000152,1,MAIHOR DECORACOES LTDA,,2,2012-02-01,0,,,,2062,2012-02-01,4759801,RUA,CAPITAO RAUL FAGUNDES,481,,MONTE CASTELO,12215030,SP,7099,SAO JOSE DOS CAMPOS,12  39215004,12  39215004,12  39422447,badilho@terra.com.br,49,50000.00,01,1,2019-01-01,,0,,,,,"CAPITAO RAUL FAGUNDES, 481 — MONTE CASTELO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14982829000141,1,ATUAL SERVICE ZELADORIA PATRIMONIAL LTDA,GRUPO ATUAL SERVICE,2,2012-01-20,0,,,,2062,2012-01-20,4321500,AVENIDA,DA LIBERDADE,8,QUADRAL                   LOTE  37 - P,JARDIM ALVORADA,12240550,SP,7099,SAO JOSE DOS CAMPOS,12  32090567,,11  46933255,financeiro@atualserv.com.br,49,5000.00,01,0,2012-01-20,2012-12-31,0,,,,,"DA LIBERDADE, 8 — JARDIM ALVORADA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14983189000194,1,GERALDO DONIZETI FERREIRA REPRESENTACOES,,2,2012-02-02,0,,,,2135,2012-02-02,4617600,AVENIDA,BRASIL,813,,MONTE CASTELO,12215000,SP,7099,SAO JOSE DOS CAMPOS,12  39216952,,,GERALDOFERREIRA.ITABAU@OUTLOOK.COM,50,10000.00,01,0,2012-02-02,2018-12-31,0,,,,,"BRASIL, 813 — MONTE CASTELO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14985085000119,1,JORGE PERES DE SIQUEIRA,,2,2012-02-02,0,,,,4120,2012-02-02,151201,ESTRADA,DO BAIRRO DO TAPADO,S/N,SITIO SAO JORGE,TAPADO,12249000,SP,7099,SAO JOSE DOS CAMPOS,12  39134488,,,,59,0.00,05,0,,,0,,,,,"DO BAIRRO DO TAPADO, S/N — TAPADO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14985556000199,1,TATIANA RAMUTH FEIRAS E EVENTOS,TATIANA RAMUTH FEIRAS E EVENTOS ME,2,2011-12-08,0,,,,2135,2011-12-08,8230001,AVENIDA,PAUL HARRIS,310,,JARDIM DAS COLINAS,12242170,SP,7099,SAO JOSE DOS CAMPOS,12  39464408,12  39464457,12  39464410,isa@madeirasgasometro.com.br,50,5000.00,01,1,2011-12-08,,0,,,,,"PAUL HARRIS, 310 — JARDIM DAS COLINAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14986801000182,1,CLIMA ROCHA SOLUCOES EM CLIMATIZACAO LTDA,CLIMA ROCHA - SOLUCOES EM CLIMATIZACAO,2,2012-01-31,0,,,,2062,2012-01-31,4322302,AVENIDA,CIDADE JARDIM,5980,SALA  03,BOSQUE DOS EUCALIPTO,12232000,SP,7099,SAO JOSE DOS CAMPOS,12  30272323,,12  39419892,ADMINISTRATIVO@UNIONECONTABIL.COM.BR,49,10000.00,01,1,2012-01-31,,0,,,,,"CIDADE JARDIM, 5980 — BOSQUE DOS EUCALIPTO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14987685003212,2,DAISO BRASIL COMERCIO E IMPORTACAO LTDA.,DAISO BRASIL,2,2018-06-05,0,,,,2062,2018-06-05,4759899,AVENIDA,DEPUTADO BENEDITO MATARAZZO 9403,9403,ESPACO COMERCIAL          M116                      CENTERVALE SHOPING,JARDIM PAULISTA,12215900,SP,7099,SAO JOSE DOS CAMPOS,11  32664885,,,CONTROLE_PRODUTOS2@DAISOBRASIL.COM.BR,49,0.00,05,0,,,0,,,,,"DEPUTADO BENEDITO MATARAZZO 9403, 9403 — JARDIM PAULISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14988578000102,1,DAIANE RODRIGUES DE AQUINO 38401519888,,2,2012-02-02,0,,,,2135,2012-02-02,9602502,AVENIDA,CIDADE JARDIM,2423,,JARDIM SATELITE,12231675,SP,7099,SAO JOSE DOS CAMPOS,12  98816247,,,daiarodrigues19@yahoo.com.br,50,1.00,01,1,2012-02-02,,1,,,,,"CIDADE JARDIM, 2423 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14990906000105,1,JORGE HENRIQUE DE BARROS MARTINS 24953225813,,2,2012-02-03,0,,,,2135,2012-02-03,8230001,TRAVESSA,ALFREDO JOSE DIAS COSTA,169,,VILA MARIA,12209230,SP,7099,SAO JOSE DOS CAMPOS,12  39223017,,,jorge_peronelli@hotmail.com,50,1.00,01,1,2012-02-03,,1,,,,,"ALFREDO JOSE DIAS COSTA, 169 — VILA MARIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14992033000250,2,WALLPAPER SERVICOS E TRANSPORTE LTDA,,2,2012-10-11,0,,,,2062,2012-10-11,7911200,ESTRADA,DO MACHADO,05,SUBDISTRITO               SAO FRANCISCO XAVIER,BAIRRO MACHADO,12249000,SP,7099,SAO JOSE DOS CAMPOS,11  32187795,,,melissa.balbino@ksibrasil.com.br,49,0.00,05,0,,,0,,,,,"DO MACHADO, 05 — BAIRRO MACHADO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14993238000170,1,LUCIENE ALMEIDA DOS SANTOS 11314568825,,2,2012-02-03,0,,,,2135,2012-02-03,4789005,RUA,ALMIRANTE BARROSO,374,,JARDIM IMPERIAL,12234020,SP,7099,SAO JOSE DOS CAMPOS,12  82103461,,,,50,1.00,01,1,2012-02-03,,1,,,,,"ALMIRANTE BARROSO, 374 — JARDIM IMPERIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14993746000158,1,KEINA PRISCILA PEREIRA DANTAS 36442841804,KEINA DANTAS - DEPILACAO,2,2012-02-03,0,,,,2135,2012-02-03,9602502,AVENIDA,DANTAS LUIZ DO PRADO,463,LOJA III,CAMPOS DE SAO JOSE,12226553,SP,7099,SAO JOSE DOS CAMPOS,12  39024092,,,keina.priscila@hotmail.com,50,1.00,01,1,2012-02-03,,1,,,,,"DANTAS LUIZ DO PRADO, 463 — CAMPOS DE SAO JOSE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14994413000143,1,ANDREA DE ALMEIDA SANT ANA DA SILVA 14469360821,,2,2012-02-03,0,,,,2135,2012-02-03,8230001,RUA,JOSE BRAS DA SILVA,481,,CIDADE MORUMBI,12236600,SP,7099,SAO JOSE DOS CAMPOS,12  30196586,,,andrea_cerimonial@yahoo.com.br,50,1.00,01,1,2012-02-03,,1,,,,,"JOSE BRAS DA SILVA, 481 — CIDADE MORUMBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14994691000109,1,KARINA APARECIDA DA CRUZ SILVA 22692414870,DRY KAR WASH,2,2012-02-03,0,,,,2135,2012-02-03,4520005,AVENIDA,SAO JOAO,2375,SUBSL,JARDIM DAS COLINAS,12242000,SP,7099,SAO JOSE DOS CAMPOS,12  39416454,,,kiara.ka@hotmail.com,50,1.00,01,1,2012-02-03,,1,,,,,"SAO JOAO, 2375 — JARDIM DAS COLINAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14994837000108,1,MARIANO CONSTRUCOES E REFORMAS LTDA,MARIANO CONSTRUCOES E REFORMAS,2,2012-01-23,0,,,,2062,2012-01-23,4120400,AVENIDA,RUI BARBOSA,2248,SALA  07,SANTANA,12212000,SP,7099,SAO JOSE DOS CAMPOS,12  39134900,12  88005013,12  39134900,MARIANO.CONSTRUCOES@HOTMAIL.COM,49,9000.00,01,1,2012-01-23,,0,,,,,"RUI BARBOSA, 2248 — SANTANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14995493000151,1,ANITA MENDES SILVEIRA DA ROSA,,2,2012-02-03,0,,,,4120,2012-02-03,152101,ESTRADA,DO PINHEIRINHO,2465,SITIO DOIS IRMAOS,TAQUARI,12210010,SP,7099,SAO JOSE DOS CAMPOS,12  34316607,,,,59,0.00,05,0,,,0,,,,,"DO PINHEIRINHO, 2465 — TAQUARI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14996145000107,1,VLADIMIR MORALES,MORALES BORRACHARIA,2,2012-02-03,0,,,,2135,2012-02-03,4520006,AVENIDA,RUI BARBOSA,1032,,VILA ROSSI,12211105,SP,7099,SAO JOSE DOS CAMPOS,12  39231185,,,,50,10000.00,01,1,2012-02-03,,0,,,,,"RUI BARBOSA, 1032 — VILA ROSSI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14997643000166,1,DOUGLAS DE OLIVEIRA DIAS 34369768810,VIDERE COMUNICACAO E ARTES VISUAIS,2,2012-02-05,0,,,,2135,2012-02-05,7420001,AVENIDA,JOSE PEDRO,40,BLOCO 3;APT 10,JARDIM SAO VICENTE,12224370,SP,7099,SAO JOSE DOS CAMPOS,12  97177808,,,DOUGLAS@VIDERECOMUNICACAO.COM.BR,50,1000.00,01,1,2012-02-05,,1,,,,,"JOSE PEDRO, 40 — JARDIM SAO VICENTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14998150000140,1,JONATAS GOMES FERREIRA,SALVA LOOK,2,2012-01-27,0,,,,2135,2012-01-27,4781400,AVENIDA,NOVE DE JULHO,44,,JARDIM APOLO,12243000,SP,7099,SAO JOSE DOS CAMPOS,11  95119752,,,ASSESSORIASILVA@YAHOO.COM.BR,50,25000.00,01,1,2020-01-01,,0,,,,,"NOVE DE JULHO, 44 — JARDIM APOLO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14998371004378,2,J MACEDO S/A,,2,2006-12-15,0,,,,2046,2006-12-15,4930202,ESTRADA,PETYBON,3001,SALA  A,JAGUARI,12214500,SP,7099,SAO JOSE DOS CAMPOS,11  21617063,11  21317317,85  40068195,francoafreitas@jmacedo.com.br,16,0.00,05,0,,,0,,,,,"PETYBON, 3001 — JAGUARI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14998371004530,2,J MACEDO S/A,,2,2006-12-15,0,,,,2046,2006-12-15,1094500,ESTRADA,PETYBON,3001,,VILA DIRCE,12213031,SP,7099,SAO JOSE DOS CAMPOS,12  32017500,12  32017512,12  32017509,joserobertosilva@jmacedo.com.br,16,0.00,05,0,,,0,,,,,"PETYBON, 3001 — VILA DIRCE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14998622000165,1,PF VIANA ANDAIMES,C L F ANDAIMES,2,2012-01-31,0,,,,2135,2012-01-31,7732202,AVENIDA,JOAQUIM FERREIRA CARPINTEIRO,391,,JARDIM ISMENIA,12220660,SP,7099,SAO JOSE DOS CAMPOS,12  39291174,,12  39112516,CLFANDAIMES@UOL.COM.BR,50,250000.00,01,1,2012-01-31,,0,,,,,"JOAQUIM FERREIRA CARPINTEIRO, 391 — JARDIM ISMENIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
14998950000161,1,JOSIMARA SANTOS PUPO 22013319878,MEU SALGADO FAVORITO,2,2012-02-06,0,,,,2135,2012-02-06,5620101,RUA,ANNA DE PAULA FIGUEIREDO,324,,CIDADE VISTA VERDE,12223570,SP,7099,SAO JOSE DOS CAMPOS,12  81473595,,,,50,2000.00,01,1,2012-02-06,,1,,,,,"ANNA DE PAULA FIGUEIREDO, 324 — CIDADE VISTA VERDE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15000056000113,1,MARCELO RAGAZINI DIONISIO 21825768862,,2,2012-02-06,0,,,,2135,2012-02-06,1091101,AVENIDA,MONSENHOR DUTRA,309,,JARDIM NOVA FLORIDA,12225055,SP,7099,SAO JOSE DOS CAMPOS,12  39129256,,,monicass100@hotmail.com,50,1.00,01,1,2012-02-06,,1,,,,,"MONSENHOR DUTRA, 309 — JARDIM NOVA FLORIDA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15000877000150,1,M M PALMA DE SOUZA & CIA. LTDA,VIP WASH - LAVA RAPIDO,2,2012-01-06,0,,,,2062,2012-01-06,5223100,RUA,ENGENHEIRO PRUDENTE MEIRELES DE MORAIS,537,,VILA ADYANA,12243750,SP,7099,SAO JOSE DOS CAMPOS,12  78515811,,,milton_palma@terra.com.br,49,10000.00,01,1,2012-01-06,,0,,,,,"ENGENHEIRO PRUDENTE MEIRELES DE MORAIS, 537 — VILA ADYANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15000886000140,1,SEBASTIAO ROSA DA SILVA,,2,2012-02-06,0,,,,4120,2012-02-06,151201,ESTRADA,DAS SIRIEMAS,1878,,SAO FRANCISCO XAVIER,12249000,SP,7099,SAO JOSE DOS CAMPOS,12  97743762,,,,59,0.00,05,0,,,0,,,,,"DAS SIRIEMAS, 1878 — SAO FRANCISCO XAVIER",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15000947000170,1,TIAGO DE SOUZA ROMAGNOLI 37237243888,INTEGRALMEDI ENGENHARIA - SEG. DO TRAB. MEIO AMBIENTE.,2,2012-02-06,0,,,,2135,2012-02-06,4322303,AVENIDA,CASSIANO RICARDO,601,SALA 61 E 63,PARQUE RESIDENCIAL AQUARIUS,12246870,SP,7099,SAO JOSE DOS CAMPOS,12  30237331,,,tiago@integralmedi.com.br,50,20000.00,01,1,2020-01-01,,0,,,,,"CASSIANO RICARDO, 601 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15002334000171,1,GADBOX LTDA,GADBOX,2,2012-01-30,0,,,,2062,2012-01-30,6201501,RUA,PEDRO DE TOLEDO,244,APT   5,VILA ADYANA,12243740,SP,7099,SAO JOSE DOS CAMPOS,12  39232881,12  97443655,12  39112516,nakasone@superig.com.br,49,20000.00,01,1,2012-01-30,,0,,,,,"PEDRO DE TOLEDO, 244 — VILA ADYANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15004382000107,1,TALHO DA ROSA RESTAURANTE LTDA,PRIME MEAT RESTAURANTE,2,2012-01-27,0,,,,2062,2012-01-27,5611201,AVENIDA,CASSIANO RICARDO,1170,LOJA  2,JARDIM ALVORADA,12240540,SP,7099,SAO JOSE DOS CAMPOS,12  39333632,,,rafachelou@hotmail.com,49,150000.00,01,1,2012-01-27,,0,,,,,"CASSIANO RICARDO, 1170 — JARDIM ALVORADA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15006220000108,1,ISOMETRICA - SOLUCOES EM SEGURANCA SERVICOS E PROJETOS DE PROTECAO CONTRA INCENDIO - EIRELI,ISOMETRICA,2,2012-01-02,0,,,,2305,2012-01-02,7119703,AVENIDA,NOVE DE JULHO,873,,JARDIM APOLO,12243000,SP,7099,SAO JOSE DOS CAMPOS,11  89277063,,11  38194753,ROBSON.NERY@AVCBNAMAO.COM.BR,65,105000.00,03,1,2012-01-02,,0,,,,,"NOVE DE JULHO, 873 — JARDIM APOLO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15008753000110,1,J K MOREIRA DA FONSECA,,2,2012-02-02,0,,,,2135,2012-02-02,4755503,AVENIDA,PERSEU,850,,JARDIM SATELITE,12230470,SP,7099,SAO JOSE DOS CAMPOS,12  39338209,,12  39375580,contabilteixeira@terra.com.br,50,10000.00,01,1,2012-02-02,,0,,,,,"PERSEU, 850 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15010615000176,1,CSTL CONSTRUTORA LTDA,S T L,2,2012-01-19,0,,,,2062,2012-01-19,4313400,RUA,FAUZE DIMAS LUMUMBA GONCALVES,708,,SANTA INES I,12248460,SP,7099,SAO JOSE DOS CAMPOS,12  39129740,12  97248980,12  39417022,gevicente@ig.com.br,49,50000.00,03,0,2018-01-01,2019-12-31,0,,,,,"FAUZE DIMAS LUMUMBA GONCALVES, 708 — SANTA INES I",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15011062000176,1,EDIFICIO HADOCK LOBO,EDIFICIO HADOCK LOBO,2,2012-01-19,0,,,,3085,2012-01-19,8112500,RUA,JOSE BENTO DE MOURA,233,,BOSQUE DOS EUCALIPTOS,12233160,SP,7099,SAO JOSE DOS CAMPOS,12  33023378,,,jpereira@ldcbrasil.com,19,0.00,05,0,,,0,,,,,"JOSE BENTO DE MOURA, 233 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15011454000135,1,PULLINWARE CONSULTORIA AEROESPACIAL LTDA,,2,2012-02-02,0,,,,2240,2012-02-02,7020400,AVENIDA,HEITOR VILLA LOBOS,624,APT   171                 BLOCO B,VILA EMA,12243260,SP,7099,SAO JOSE DOS CAMPOS,12  39341211,,12  39341211,doc@asconnet.com.br,49,1000.00,05,0,,,0,,,,,"HEITOR VILLA LOBOS, 624 — VILA EMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15015088000192,1,ADRIANA JUSTO ANZALONI 21378986830,,2,2012-02-08,0,,,,2135,2012-02-08,4781400,RUA,EZEQUIEL ANTONIO BATISTA,280,,RESIDENCIAL PLANALTO,12220040,SP,7099,SAO JOSE DOS CAMPOS,12  97759662,,,,50,1.00,01,1,2012-02-08,,1,,,,,"EZEQUIEL ANTONIO BATISTA, 280 — RESIDENCIAL PLANALTO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
15015277000165,1,TEREZINHA FERREIRA CRISTALDO 22571481851,,2,2012-02-08,0,,,,2135,2012-02-08,9602501,AVENIDA,PARAISO,340,,JARDIM PARAISO,12235460,SP,7099,SAO JOSE DOS CAMPOS,12  39336435,,,plg.contabilidade@hotmail.com,50,1.00,01,1,2012-02-08,,1,,,,,"PARAISO, 340 — JARDIM PARAISO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
